iso_code,country,year,biofuel_elec_per_capita,biofuel_consumption,biofuel_cons_per_capita,coal_consumption,coal_elec_per_capita,coal_cons_per_capita,coal_production,coal_prod_per_capita,electricity_generation,biofuel_electricity,coal_electricity,fossil_electricity,gas_electricity,hydro_electricity,nuclear_electricity,oil_electricity,renewables_electricity,solar_electricity,wind_electricity,energy_per_gdp,energy_per_capita,fossil_fuel_consumption,fossil_energy_per_capita,fossil_cons_per_capita,gas_consumption,gas_elec_per_capita,gas_energy_per_capita,gas_production,gas_prod_per_capita,hydro_consumption,hydro_elec_per_capita,hydro_energy_per_capita,nuclear_consumption,nuclear_elec_per_capita,nuclear_energy_per_capita,oil_consumption,oil_elec_per_capita,oil_energy_per_capita,oil_production,oil_prod_per_capita,per_capita_electricity,population,primary_energy_consumption,renewables_elec_per_capita,renewables_consumption,renewables_energy_per_capita,solar_consumption,solar_elec_per_capita,solar_energy_per_capita,wind_consumption,wind_elec_per_capita,wind_energy_per_capita
CHL,Chile,1959,0,0,0,0,0,0,13.662,1715.206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.9,866.33,0,0,0,0,0,0,0,0,0,9.746,1223.597,0,7965000,0,0,0,0,0,0,0,0,0,0
CHL,Chile,1969,0,0,0,13.956,0,1449.975,0,0,0,0,0,0,0,0,0,0,0,0,0,1.355,8822.872,73.742,7661.543,0,6.432,0,668.255,0,0,11.178,0,1161.328,0,0,0,53.354,0,5543.313,0,0,0,9625000,84.92,0,11.178,1161.328,0,0,0,0,0,0
CHL,Chile,1979,0,0,0,11.479,0,1019.886,0,0,0,0,0,0,0,0,0,0,0,0,0,1.394,9083.638,81.286,7222.241,0,6.872,0,610.558,0,0,20.689,0,1838.197,0,0,0,62.936,0,5591.797,0,0,0,11255000,102.236,0,20.95,1861.396,0,0,0,0,0,0
CHL,Chile,1989,0,0,0,25.144,0,1925.422,0,0,17.811,0,0,0,0,10.543,0,0,10.864,0,0,1.494,11170.702,115.7,8859.821,0,15.386,0,1178.181,0,0,29.286,807.336,2242.602,0,0,0,75.17,0,5756.218,0,0,1363.887,13059000,145.878,831.917,30.178,2310.882,0,0,0,0,0,0
CHL,Chile,1999,0,0,0,48.351,0,3188.723,0,0,38.384,0,0,0,0,13.577,0,0,15.027,0,0,1.813,19130.87,248.34,16378.005,0,54.328,0,3582.96,0,0,37.714,895.403,2487.233,0,0,0,145.661,0,9606.322,0,0,2531.425,15163000,290.081,991.031,41.742,2752.866,0,0,0,0,0,0
CHL,Chile,2009,253.109,0,0,46.458,774.931,2751.25,0,0,58.513,4.274,13.085,29.117,8.107,25.043,0,7.925,29.396,0,0.079,1.366,21758.989,292.26,17307.839,1724.354,27.949,480.099,1655.172,0,0,66.057,1483.063,3911.932,0,0,0,217.853,469.324,12901.416,0,0,3465.204,16886000,367.422,1740.85,75.162,4451.15,0,0,0,0.207,4.678,12.276
CHL,Chile,2019,229.633,0,0,79.036,995.358,4170.316,0,0,78.416,4.352,18.864,41.976,11.687,20.665,0,11.425,36.44,6.136,5.086,0,24269.273,354.847,18723.472,2214.843,64.813,616.662,3419.875,0,0,51.636,1090.4,2724.566,0,0,0,210.998,602.823,11133.28,0,0,4137.587,18952000,459.951,1922.744,105.104,5545.801,15.601,323.765,823.171,13.124,268.341,692.509
CHN,China,1959,0,0,0,0,0,0,2021.65,3109.211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.54,8.52,0,0,0,0,0,0,0,0,0,43.031,66.18,0,650212992,0,0,0,0,0,0,0,0,0,0
CHN,China,1969,0,0,0,1516.611,0,1881.685,0,0,0,0,0,0,0,0,0,0,0,0,0,1.973,2284.183,1776.41,2204.021,0,19.754,0,24.509,0,0,64.609,0,80.162,0,0,0,240.045,0,297.827,252.426,313.189,0,805985984,1841.019,0,64.609,80.162,0,0,0,0,0,0
CHN,China,1979,0,0,0,3402.708,0,3450.561,0,0,0,0,0,0,0,0,0,0,0,0,0,2.977,4830.112,4628.25,4693.337,0,146.242,0,148.298,146.242,148.298,134.878,0,136.775,0,0,0,1079.3,0,1094.479,1232.52,1249.853,0,986131968,4763.128,0,134.878,136.775,0,0,0,0,0,0
CHN,China,1989,0,0,0,6046.907,349.685,5220.244,6130.178,5292.132,584.81,0,405.06,466.401,3.709,118.409,0,57.632,118.409,0,0,2.801,6794.681,7541.752,6510.732,402.64,151.674,3.202,130.939,151.674,130.939,328.914,102.221,283.949,0,0,0,1343.172,49.753,1159.549,1598.155,1379.674,504.862,1158356992,7870.667,102.221,328.914,283.949,0,0,0,0,0,0
CHN,China,1999,0,0,0,8099.039,756.67,6319.894,7931.651,6189.276,1239.3,0,969.684,1024.758,4.813,196.58,14.949,50.261,199.591,0.017,0.474,2.425,8893.213,10800.842,8428.182,799.646,216.631,3.756,169.043,253.962,198.174,546.056,153.397,426.102,41.525,11.665,32.403,2485.171,39.22,1939.245,1860.334,1451.668,967.059,1281515008,11396.786,155.746,554.419,432.628,0.047,0.013,0.037,1.316,0.37,1.027
CHN,China,2009,8.79,17.81,13.084,19605.617,2105.945,14403.514,17885.366,13139.71,3674.899,11.965,2866.547,2993.042,56.559,571.682,70.05,69.936,611.807,0.392,27.615,2.441,19901.852,25145.182,18473.225,2198.876,902.241,41.552,662.843,859.398,631.368,1615.117,419.993,1186.566,183.774,51.463,135.012,4637.324,51.379,3406.868,2200.191,1616.398,2699.811,1361169024,27089.785,449.472,1760.829,1293.615,0.732,0.288,0.538,72.447,20.288,53.224
CHN,China,2019,77.946,27.583,19.238,22687.462,3176.071,15823.486,22171.38,15463.542,7326.7,111.758,4553.8,4934.742,232.5,1302.1,348.7,148.442,2043.258,224,405.3,0,27452.478,33512.486,23373.454,3441.761,3073.339,162.158,2143.516,1775.559,1238.373,3143.991,908.156,2192.792,863.457,243.203,602.223,7751.686,103.531,5406.453,2217.887,1546.876,5110.044,1433784064,39360.925,1425.081,4984.982,3476.801,554.178,156.23,386.514,1004.602,282.679,700.665
COL,Colombia,1959,0,0,0,0,0,0,20.19,1297.122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.873,313.064,0,0,0,0,0,0,0,0,0,84.445,5425.345,0,15565000,0,0,0,0,0,0,0,0,0,0
COL,Colombia,1969,0,0,0,24.993,0,1193.434,0,0,0,0,0,0,0,0,0,0,0,0,0,1.312,5239.363,94.617,4518.062,0,12.854,0,613.8,0,0,15.105,0,721.301,0,0,0,56.77,0,2710.828,130.438,6228.55,0,20942000,109.723,0,15.105,721.301,0,0,0,0,0,0
COL,Colombia,1979,0,0,0,26.972,0,1025.045,0,0,0,0,0,0,0,0,0,0,0,0,0,1.062,6943.866,145.283,5521.322,0,25.722,0,977.521,26.056,990.234,36.831,0,1399.742,0,0,0,92.589,0,3518.755,77.53,2946.451,0,26313000,182.714,0,37.431,1422.545,0,0,0,0,0,0
COL,Colombia,1989,0,0,0,40.753,0,1255.613,151.683,4673.352,37.021,0,0,0,0,26.782,0,0,27.056,0,0,1.239,8128.582,188.673,5813.028,0,36.059,0,1110.978,37.103,1143.129,74.395,825.157,2292.105,0,0,0,111.861,0,3446.437,248.034,7641.926,1140.611,32457000,263.829,833.599,75.156,2315.554,0,0,0,0,0,0
COL,Colombia,1999,0,0,0,29.272,0,750.585,262.841,6739.692,47.775,0,0,0,0,33.701,0,0,34.158,0,0,1.22,8102.903,221.123,5669.957,0,56.909,0,1459.244,56.929,1459.757,93.613,864.142,2400.395,0,0,0,134.942,0,3460.128,507.474,13012.481,1225.024,38999000,316.005,875.86,94.882,2432.946,0,0,0,0,0,0
COL,Colombia,2009,12.089,0.185,4.125,47.501,101.053,1061.472,581.656,12997.89,55.854,0.541,4.522,14.608,9.394,40.64,0,0.692,41.246,0.007,0.058,0.863,8253.241,259.229,5792.834,326.427,83.793,209.916,1872.475,101.118,2259.626,107.135,908.156,2394.082,0,0,0,127.935,15.458,2858.887,410.109,9164.449,1248.125,44750000,369.333,921.698,110.103,2460.407,0,0.156,0,0.151,1.296,3.383
COL,Colombia,2019,26.163,0.401,7.965,71.585,130.828,1422.061,658.29,13077.145,75.04,1.317,6.586,19.544,12.07,53.987,0,0.889,55.496,0.132,0.06,0,10618.229,400.957,7965.146,388.257,134.465,239.773,2671.18,131.939,2621.01,127.63,1072.462,2535.416,0,0,0,194.908,17.657,3871.904,541.731,10761.665,1490.696,50339000,534.511,1102.439,133.554,2653.083,0.305,2.622,6.054,0.147,1.192,2.929
COM,Comoros,1989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.278,562.966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400000,0.225,0,0,0,0,0,0,0,0,0
COM,Comoros,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.383,592.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,529000,0.313,0,0,0,0,0,0,0,0,0
COM,Comoros,2009,0,0,0,0,0,0,0,0,0.041,0,0,0.036,0,0.005,0,0.036,0.005,0,0,0.581,882.349,0,0,53.492,0,0,0,0,0,0,7.429,0,0,0,0,0,53.492,0,0,0,60.921,673000,0.594,7.429,0,0,0,0,0,0,0,0
COM,Comoros,2019,0,0,0,0,0,0,0,0,0.117,0,0,0.117,0,0,0,0.117,0,0,0,0,0,0,0,137.094,0,0,0,0,0,0,0.47,0,0,0,0,0,137.094,0,0,0,137.564,851000,0,0.47,0,0,0,0,0,0,0,0
COG,Dem. Rep. Congo,1959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,995000,0,0,0,0,0,0,0,0,0,0
COG,Dem. Rep. Congo,1969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.279,216.021,0,1290000,0,0,0,0,0,0,0,0,0,0
COG,Dem. Rep. Congo,1979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.07,18569.725,0,1727000,0,0,0,0,0,0,0,0,0,0
COG,Dem. Rep. Congo,1989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.966,2155.631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.448,40317.375,0,2293000,4.943,0,0,0,0,0,0,0,0,0
COG,Dem. Rep. Congo,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.614,1071.496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159.386,52464.034,0,3038000,3.255,0,0,0,0,0,0,0,0,0
COG,Dem. Rep. Congo,2009,0,0,0,0,0,0,0,0,0.523,0,0,0.196,0.162,0.327,0,0.034,0.327,0,0,0.973,3400.618,0,0,47.397,0,39.138,0,0,0,0,78.89,0,0,0,0,0,8.259,0,163.632,39477.048,126.287,4145000,14.096,78.89,0,0,0,0,0,0,0,0
COG,Dem. Rep. Congo,2019,0,0,0,0,0,0,0,0,3.594,0,0,2.32,1.916,1.273,0,0.404,1.274,0.001,0,0,0,0,0,431.19,0,356.058,0,0,0,0,236.6,0,0,0,0,0,75.132,0,201.7,37483.828,667.976,5381000,0,236.786,0,0,0,0.186,0,0,0,0
COK,Cook Islands,1989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10209.922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18000,0.184,0,0,0,0,0,0,0,0,0
COK,Cook Islands,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10225.795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18000,0.184,0,0,0,0,0,0,0,0,0
COK,Cook Islands,2009,0,0,0,0,0,0,0,0,0.031,0,0,0.031,0,0,0,0.031,0,0,0,0,14213.063,0,0,1631.579,0,0,0,0,0,0,0,0,0,0,0,0,1631.579,0,0,0,1638.421,19000,0.27,6.842,0,0,0,5.263,0,0,1.579,0
COK,Cook Islands,2019,0,0,0,0,0,0,0,0,0.044,0,0,0.033,0,0,0,0.033,0.011,0.011,0,0,0,0,0,1833.333,0,0,0,0,0,0,0,0,0,0,0,0,1833.333,0,0,0,2429.389,18000,0,596.056,0,0,0,596.056,0,0,0,0
CRI,Costa Rica,1989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.925,7057.272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3039000,21.447,0,0,0,0,0,0,0,0,0
CRI,Costa Rica,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.104,10395.571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3885000,40.387,0,0,0,0,0,0,0,0,0
CRI,Costa Rica,2009,27.206,0,0,0,0,0,0,0,9.212,0.123,0,0.424,0,7.153,0,0.424,8.788,0,0.326,1.02,11850.173,0,0,93.771,0,0,0,0,0,0,1582.172,0,0,0,0,0,93.771,0,0,0,2037.589,4521000,53.575,1943.818,0,0,0,0,0,0,72.108,0
CRI,Costa Rica,2019,32.29,0,0,0,0,0,0,0,11.386,0.163,0,0.09,0,7.749,0,0.09,11.296,0.076,1.796,0,0,0,0,17.876,0,0,0,0,0,0,1535.01,0,0,0,0,0,17.876,0,0,0,2255.541,5048000,0,2237.664,0,0,0,15.055,0,0,355.784,0
CIV,Cote d'Ivoire,1959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3387000,0,0,0,0,0,0,0,0,0,0
CIV,Cote d'Ivoire,1969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4897000,0,0,0,0,0,0,0,0,0,0
CIV,Cote d'Ivoire,1979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7686000,0,0,0,0,0,0,0,0,0,0
CIV,Cote d'Ivoire,1989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.786,2270.739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.263,109.821,0,11502000,26.118,0,0,0,0,0,0,0,0,0
CIV,Cote d'Ivoire,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.961,2346.671,0,0,0,0,0,0,14.533,906.471,0,0,0,0,0,0,0,0,0,9.474,590.889,0,16033000,37.624,0,0,0,0,0,0,0,0,0
CIV,Cote d'Ivoire,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.766,1890.17,0,0,0,0,0,0,16.591,827.108,0,0,0,0,0,0,0,0,0,36.516,1820.446,0,20059000,37.915,0,0,0,0,0,0,0,0,0
HRV,Croatia,1999,0,0,0,2.399,0,538.373,0,0,12.979,0,0,0,0,7.327,0,0,7.329,0,0,1.667,22616.179,80.419,18047.429,0,25.468,0,5715.332,0,0,20.353,1644.3,4567.503,0,0,0,52.553,0,11793.724,0,0,2912.702,4456000,100.778,1644.749,20.358,4568.75,0,0,0,0,0,0
HRV,Croatia,2009,5.752,0,0,5.893,381.94,1357.563,0,0,13.37,0.025,1.658,5.882,2.211,7.408,0,2.013,7.488,0,0.054,1.209,24240.986,85.493,19694.281,1354.987,27.95,509.33,6438.588,0,0,19.437,1706.612,4477.587,0,0,0,51.65,463.718,11898.129,0,0,3079.857,4341000,105.23,1724.87,19.645,4525.341,0,0.021,0.01,0.142,12.486,32.635
HRV,Croatia,2019,202.433,0,0,5.018,392.537,1215.099,0,0,12.561,0.836,1.621,4.263,2.599,5.866,0,0.043,8.298,0.078,1.441,0,22870.486,73.783,17865.224,1032.199,29.446,629.197,7129.882,0,0,14.464,1420.323,3502.198,0,0,0,39.319,10.465,9520.243,0,0,3041.405,4130000,94.455,2009.206,20.343,4925.61,0.194,18.92,47.011,3.565,348.866,863.169
CUB,Cuba,1959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.302,43.166,0,7005000,0,0,0,0,0,0,0,0,0,0
CUB,Cuba,1969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.396,279.848,0,8561000,0,0,0,0,0,0,0,0,0,0
CUB,Cuba,1979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.791,285.078,0,9791000,0,0,0,0,0,0,0,0,0,0
CUB,Cuba,1989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.931,14012.781,0,0,0,0,0,0,0.338,32.162,0,0,0,0,0,0,0,0,0,11.197,1066.001,0,10504000,147.19,0,0,0,0,0,0,0,0,0
CUB,Cuba,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.275,10241.816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11085000,113.531,0,0,0,0,0,0,0,0,0
CUB,Cuba,2009,47.653,0,0,0,0,0,0,0,16.72,0.535,0,16.016,1.742,0.149,0,14.273,0.704,0,0.02,1.648,10705.475,0,0,1426.536,0,155.206,0,0,0,0,13.298,0,0,0,0,0,1271.33,0,0,0,1489.278,11227000,120.19,62.742,0,0,0,0.009,0,0,1.781,0
CUB,Cuba,2019,31.56,0,0,0,0,0,0,0,19.766,0.358,0,19.06,2.074,0.177,0,16.986,0.706,0.15,0.021,0,0,0,0,1681.792,0,182.978,0,0,0,0,15.648,0,0,0,0,0,1498.815,0,0,0,1744.088,11333000,0,62.296,0,0,0,13.236,0,0,1.853,0
CYP,Cyprus,1969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.395,12524.422,7.59,12524.422,0,0,0,0,0,0,0,0,0,0,0,0,7.59,0,12524.422,0,0,0,606000,7.59,0,0,0,0,0,0,0,0,0
CYP,Cyprus,1979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.324,14989.473,10.193,14989.473,0,0,0,0,0,0,0,0,0,0,0,0,10.193,0,14989.473,0,0,0,680000,10.193,0,0,0,0,0,0,0,0,0
CYP,Cyprus,1989,0,0,0,0.756,0,1006.592,0,0,1.831,0,0,0,0,0,0,0,0,0,0,1.322,24383.551,18.312,24383.551,0,0,0,0,0,0,0,0,0,0,0,0,17.556,0,23376.959,0,0,2438.083,751000,18.312,0,0,0,0,0,0,0,0,0
CYP,Cyprus,1999,0,0,0,0.279,0,301.426,0,0,3.139,0,0,0,0,0,0,0,0,0,0,1.578,31188.663,28.881,31188.663,0,0,0,0,0,0,0,0,0,0,0,0,28.602,0,30887.237,0,0,3389.849,926000,28.881,0,0,0,0,0,0,0,0,0
CYP,Cyprus,2009,24.151,0,0,0.138,0,125.855,0,0,5.215,0.027,0,5.184,0,0,0,5.184,0.031,0.004,0,1.227,31864.753,34.731,31630.71,4721.311,0,0,0,0,0,0,0,0,0,0,0,34.592,4721.311,31504.855,0,0,4749.279,1098000,34.987,27.967,0.082,74.919,0.01,3.493,9.557,0.001,0.323,0.851
CYP,Cyprus,2019,47.453,0,0,0.194,0,162.092,0,0,4.908,0.057,0,4.412,0,0,0,4.412,0.496,0.199,0.24,0,27022.732,30.998,25853,3679.806,0,0,0,0,0,0,0,0,0,0,0,30.803,3679.806,25690.908,0,0,4093.79,1199000,32.4,413.983,1.272,1060.953,0.534,166.383,445.366,0.59,200.147,491.807
CZE,Czechia,1969,0,0,0,426.205,0,43468.124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51536.846,501.992,51197.547,0,7.294,0,743.907,0,0,3.327,0,339.299,0,0,0,68.493,0,6985.516,0,0,0,9805000,505.319,0,3.327,339.299,0,0,0,0,0,0
CZE,Czechia,1979,0,0,0,461.479,0,44742.948,0,0,0,0,0,0,0,0,0,0,0,0,0,3.579,62119.348,634.33,61501.794,0,26.141,0,2534.494,0,0,6.369,0,617.554,0,0,0,146.71,0,14224.352,0,0,0,10314000,640.699,0,6.369,617.554,0,0,0,0,0,0
CZE,Czechia,1989,0,0,0,425.751,0,41191.117,473.741,45834.091,65.131,0,0,0,0,1.643,12.418,0,1.643,0,0,3.067,61432.305,595.906,57653.438,0,58.738,0,5682.836,0,0,4.564,158.959,441.553,34.494,1201.432,3337.313,111.417,0,10779.485,0,0,6301.374,10336000,634.964,158.959,4.564,441.553,0,0,0,0,0,0
CZE,Czechia,1999,0,0,0,215.944,0,20953.267,269.043,26105.444,64.692,0,0,0,0,1.681,13.357,0,2.364,0,0,2.296,43433.447,403.445,39146.585,0,89.861,0,8719.248,0,0,4.669,163.109,453.081,37.103,1296.041,3600.117,97.64,0,9474.069,0,0,6277.12,10306000,447.625,229.381,6.567,637.17,0,0,0,0,0,0
CZE,Czechia,2009,176.246,0,0,211.576,4379.672,20173.178,242.524,23123.966,81.621,1.848,45.934,49.758,0.975,2.43,27.208,2.849,4.655,0.089,0.288,1.821,46703.236,403.889,38509.623,4744.247,79.134,92.963,7545.153,0,0,6.374,231.656,607.743,71.379,2594.203,6805.735,113.179,271.612,10791.292,0,0,7782.286,10488000,489.824,443.835,12.248,1167.778,0.233,8.467,22.214,0.756,27.466,72.057
CZE,Czechia,2019,423.626,0,0,167.81,3528.131,15699.343,156.972,14685.408,85.419,4.528,37.712,45.857,5.752,1.804,30.264,2.392,9.298,2.277,0.69,0,44313.391,370.229,34636.421,4290.094,83.25,538.155,7788.34,0,0,4.97,168.738,464.966,74.896,2831.297,7006.848,119.169,223.807,11148.738,0,0,7991.284,10689000,473.666,869.893,24.549,2296.635,5.65,212.982,528.626,1.733,64.547,162.162
N/A,Czechoslovakia,1959,0,0,0,0,0,0,367.593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N/A,Czechoslovakia,1969,0,0,0,0,0,0,474.271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N/A,Czechoslovakia,1979,0,0,0,0,0,0,546.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N/A,Czechoslovakia,1989,0,0,0,0,0,0,433.455,0,0,0,0,0,0,0,0,0,0,0,0,3.056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,834.389,0,0,0,0,0,0,0,0,0
N/A,Czechoslovakia,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N/A,Czechoslovakia,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COD,Democratic Republic of Dem. Rep. Congo,1959,0,0,0,0,0,0,2.174,146.157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14872000,0,0,0,0,0,0,0,0,0,0
COD,Democratic Republic of Dem. Rep. Congo,1969,0,0,0,0,0,0,0.529,27.192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19460000,0,0,0,0,0,0,0,0,0,0
COD,Democratic Republic of Dem. Rep. Congo,1979,0,0,0,0,0,0,0.814,31.722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25664000,0,0,0,0,0,0,0,0,0,0
COD,Democratic Republic of Dem. Rep. Congo,1989,0,0,0,0,0,0,0.944,28.203,0,0,0,0,0,0,0,0,0,0,0,0.537,932.631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33465000,31.21,0,0,0,0,0,0,0,0,0
COD,Democratic Republic of Dem. Rep. Congo,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.008,603.935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45920000,27.733,0,0,0,0,0,0,0,0,0
COD,Democratic Republic of Dem. Rep. Congo,2009,0,0,0,0,0,0,0,0,7.755,0,0,0.033,0,7.722,0,0.033,7.722,0,0,0.686,458.467,0,0,0.527,0,0,0,0,0,0,123.653,0,0,0,0,0,0.527,0,0,0,124.18,62449000,28.631,123.653,0,0,0,0,0,0,0,0
COD,Democratic Republic of Dem. Rep. Congo,2019,0.334,0,0,0,0,0,0,0,11.011,0.029,0,0.004,0.002,10.968,0,0.001,11.007,0.01,0,0,0,0,0,0.043,0,0.028,0,0,0,0,126.371,0,0,0,0,0,0.015,0,0,0,126.863,86791000,0,126.82,0,0,0,0.115,0,0,0,0
DNK,Denmark,1959,0,0,0,0,0,0,6.891,1514.082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4551000,0,0,0,0,0,0,0,0,0,0
DNK,Denmark,1969,0,0,0,34.155,0,6971.833,0,0,0,0,0,0,0,0,0,0,0,0,0,2.569,46548.854,227.982,46536.38,0,0,0,0,0,0,0.061,0,12.474,0,0,0,193.827,0,39564.547,0,0,0,4899000,228.043,0,0.061,12.474,0,0,0,0,0,0
DNK,Denmark,1979,0,0,0,50.097,0,9786.565,0,0,0,0,0,0,0,0,0,0,0,0,0,2.116,46714.7,239.035,46695.707,0,0,0,0,0,0,0.081,0,15.737,0,0,0,188.938,0,36909.142,4.527,884.28,0,5119000,239.133,0,0.097,18.992,0,0,0,0.017,0,3.256
DNK,Denmark,1989,0,0,0,64.57,0,12586.708,0,0,22.934,0,0,0,0,0.023,0,0,0.577,0,0.428,1.529,38144.56,194.078,37831.965,0,19.745,0,3848.921,32.026,6242.812,0.064,4.464,12.4,0,0,0,109.763,0,21396.336,63.373,12353.381,4470.472,5130000,195.682,112.534,1.604,312.595,0,0,0,1.19,83.509,231.969
DNK,Denmark,1999,0,0,0,55.053,0,10344.415,0,0,38.915,0,0,0,0,0.03,0,0,4.379,0.001,3.029,1.361,46026.689,232.789,43740.95,0,51.694,0,9713.213,80.85,15191.674,0.085,5.731,15.919,0,0,0,126.043,0,23683.322,169.183,31789.339,7312.025,5322000,244.954,822.865,12.165,2285.739,0.002,0.165,0.46,8.414,569.147,1580.965
DNK,Denmark,2009,600.615,0,0,46.883,3200.688,8484.145,0,0,36.383,3.319,17.687,26.32,6.671,0.019,0,1.962,10.063,0.004,6.721,0.972,39410.724,191.257,34610.399,4762.939,45.828,1207.202,8293.152,87.568,15846.469,0.05,3.438,8.973,0,0,0,98.546,355.049,17833.102,149.817,27111.38,6583.967,5526000,217.784,1821.028,26.401,4777.585,0.01,0.724,1.78,17.631,1216.25,3190.546
